Customer_Firstname,Customer_Lastname,Cust_Name,Gender_Code,Customer _Name,Address1,City,State,Country_Code,Postal_Code,Postal_Code_Plus4,Address2,Email_Address,Phone_Number,Creditcard_Type,Locality,Salesman_Id,Nationality,National_Id,Creditcard_Number,Driver_License,Cust_Id,Order_Id,Order_Date,Order_Time,Freight_Charges,Order_Salesman,Order_Posted_Date,Order_Ship_Date,Age,Order_Value,T_Type,Purchase_Touchpoint,Purchase_Status,Order_Type,Generation,Baby Food,Diapers,Formula,Lotion,Baby Wash,Wipes,Fresh Fruits,Fresh Vegetables,Beer,Wine,Club Soda,Sports Drink,Chips,Popcorn,Oatmeal,Medicines,Canned Foods,Cigarettes,Cheese,Cleaning Products,Condiments,Frozen Foods,Kitchen Items,Meat,Office Supplies,Personal Care,Pet Supplies,Sea Food,Spices,,,,,,,,,,
Melba ,Whitehead     ,Melba Whitehead     ,Mrs.,Mrs. Melba Whitehead,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.46E+14,,10159,3072,00:00.0,43:54.8,11.45,NC364 ,00:00.0,"Monday, December 12, 2016",53,45.27,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba ,Whitehead     ,Melba Whitehead     ,Mrs.,Mrs. Melba Whitehead,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.47E+14,,10159,4170,00:00.0,07:39.4,16.85,SC256 ,00:00.0,"Monday, November 14, 2016",53,8.46,cancelled,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Melba ,Whitehead     ,Melba Whitehead     ,Mrs.,Mrs. Melba Whitehead,4985 Barnes Avenue,Asquith,NSW,AU,2077,0,,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,American Express,,RP121 ,ES,0568157B,3.40E+14,,10159,7795,00:00.0,11:26.3,16.33,NC169 ,00:00.0,"Monday, June 20, 2016",53,800.9,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Ivan ,Case           ,Ivan Case           ,Mr.,Mr. Ivan Case,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.69E+13,,10163,1566,00:00.0,33:26.3,6.37,SE397 ,00:00.0,"Tuesday, December 20, 2016",27,190.12,complete,Desktop,FirstTime,HighValue,GEN_Y,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
Ivan ,Case           ,Ivan Case           ,Mr.,Mr. Ivan Case,2540 School Street,Athens,TX,US,75751,0,,Ivan.J.Case@dodgeit.com,512-391-4111,Diners Club,,SC130 ,U.S.,23868154,3.62E+13,,10163,1740,00:00.0,36:44.9,13.33,RP319 ,00:00.0,"Wednesday, July 20, 2016",27,282.85,in-progress,Phone,FirstTime,HighValue,GEN_Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,
Bob ,Davenport       ,Bob Davenport       ,Mr.,Mr. Bob Davenport,488 Lonely Oak Drive,Atlanta,GA,US,30345,0,,Bob.N.Davenport@pookmail.com,512-912-9995,Discover,,NE103 ,FR,1.28E+14,6.01E+15,,10167,1901,00:00.0,11:26.3,11.88,SE136 ,00:00.0,"Saturday, September 10, 2016",NA,267.24,complete,Phone,Frequent,HighValue,GEN_Z,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,
Jennifer ,Howard     ,Jennifer Howard     ,Mrs.,Mrs. Jennifer Howard,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01E+15,,10171,2171,00:00.0,58:44.9,18.99,SW343 ,00:00.0,"Monday, May 30, 2016",NA,50.67,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jennifer ,Howard     ,Jennifer Howard     ,Mrs.,Mrs. Jennifer Howard,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01E+15,,10171,7867,00:00.0,29:06.2,8.99,NC358 ,00:00.0,"Saturday, July 23, 2016",NA,26.97,cancelled,Phone,FirstTime,LowValue,GEN_Z,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jennifer ,Howard     ,Jennifer Howard     ,Mrs.,Mrs. Jennifer Howard,3339 Twin Willow Lane,Atlanta,GA,US,30329,0,,Jennifer.M.Howard@spambob.com,559-927-9392,Discover,,SC199 ,IT,SQOOUI42T60G511Z,6.01E+15,,10171,8182,00:00.0,22:36.6,6.87,NE238 ,00:00.0,"Thursday, May 19, 2016",NA,7.12,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jana ,Hall           ,Jana Hall           ,Mrs.,Mrs. Jana Hall,2050 Randolph Street,Atlantic City,NJ,US,8401,0,,Jana.R.Hall@mailinator.com,410-971-3586,American Express,,NC361 ,ES,X4152416L,3.71E+14,,10179,5684,00:00.0,13:54.6,18.99,SE400 ,00:00.0,"Sunday, July 3, 2016",30,29.89,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Jana ,Hall           ,Jana Hall           ,Mrs.,Mrs. Jana Hall,2050 Randolph Street,Atlantic City,NJ,US,8401,0,,Jana.R.Hall@mailinator.com,410-971-3586,American Express,,NC361 ,ES,X4152416L,3.40E+14,,10179,8402,00:00.0,43:52.6,23.37,SW274 ,00:00.0,"Monday, January 25, 2016",30,49.78,in-progress,Phone,Occasional,LowValue,GEN_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Arlene ,Cruz         ,Arlene Cruz         ,Mrs.,Mrs. Arlene Cruz,4858 Bottom Lane,Auburn,WA,US,98002,0,,Arlene.M.Cruz@mailinator.com,817-905-6598,JCB,,SW211 ,IT,CQQVJC41M50H989G,3.53E+15,,10183,2269,00:00.0,32:45.1,7.12,RP190 ,00:00.0,"Wednesday, June 15, 2016",35,30.79,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Arlene ,Cruz         ,Arlene Cruz         ,Mrs.,Mrs. Arlene Cruz,4858 Bottom Lane,Auburn,WA,US,98002,0,,Arlene.M.Cruz@mailinator.com,817-905-6598,JCB,,SW211 ,IT,CQQVJC41M50H989G,3.53E+15,,10183,6950,00:00.0,27:55.6,10.45,SW217 ,00:00.0,"Thursday, October 6, 2016",35,42.66,complete,Phone,Occasional,LowValue,GEN_Y,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Mildred ,Carey       ,Mildred Carey       ,Mrs.,Mrs. Mildred Carey,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.43E+14,,10187,1385,00:00.0,50:44.9,7.12,WE223 ,00:00.0,"Friday, October 7, 2016",75,150.79,cancelled,Desktop,Frequent,MediumValue,BABY_BOOMERS,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,
Mildred ,Carey       ,Mildred Carey       ,Mrs.,Mrs. Mildred Carey,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.47E+14,,10187,2039,00:00.0,27:55.6,27.97,SE271 ,00:00.0,"Sunday, October 9, 2016",75,219.64,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Mildred ,Carey       ,Mildred Carey       ,Mrs.,Mrs. Mildred Carey,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.71E+14,,10187,2961,00:00.0,11:26.3,19.25,SE136 ,00:00.0,"Saturday, September 10, 2016",75,260.84,complete,Phone,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
Mildred ,Carey       ,Mildred Carey       ,Mrs.,Mrs. Mildred Carey,3362 Post Avenue,Aulnay-sous-bois,,FR,93600,0,,Mildred.M.Carey@mailinator.com,03.43.65.57.75,American Express,,NE373 ,ES,5876860S,3.41E+14,,10187,3576,00:00.0,27:56.4,11.15,SE268 ,00:00.0,"Friday, December 16, 2016",75,260.57,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,
Yasmin ,Cole         ,Yasmin Cole         ,Mrs.,Mrs. Yasmin Cole,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.76E+15,,10195,1210,00:00.0,29:06.2,23.37,SW406 ,00:00.0,"Friday, March 11, 2016",68,550,complete,Desktop,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,
Yasmin ,Cole         ,Yasmin Cole         ,Mrs.,Mrs. Yasmin Cole,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.28E+15,,10195,1562,00:00.0,57:28.6,24.08,WE226 ,00:00.0,"Tuesday, September 20, 2016",68,31.03,abandoned,Desktop,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Yasmin ,Cole         ,Yasmin Cole         ,Mrs.,Mrs. Yasmin Cole,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.03E+15,,10195,1950,00:00.0,29:06.2,13.33,NC358 ,00:00.0,"Saturday, July 23, 2016",68,211.78,complete,Desktop,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
Yasmin ,Cole         ,Yasmin Cole         ,Mrs.,Mrs. Yasmin Cole,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.39E+15,,10195,4525,00:00.0,44:16.6,10.15,NE178 ,00:00.0,"Tuesday, December 20, 2016",68,235.03,complete,Desktop,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,,,,,,,,,,
Yasmin ,Cole         ,Yasmin Cole         ,Mrs.,Mrs. Yasmin Cole,2756 Johnson Street,Austin,TX,US,78664,0,,Yasmin.D.Cole@pookmail.com,703-633-1911,VISA,,NC424 ,ES,1062903G,4.32E+15,,10195,7524,47:25.0,47:25.4,16.25,SC124 ,47:25.0,"Sunday, May 8, 2016",68,240.8,complete,Desktop,Occasional,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
Jodi ,Bugg           ,Jodi Bugg           ,Mrs.,Mrs. Jodi Bugg,1177 Petunia Way,Avio,TN,IT,38063,0,,Jodi.S.Bugg@spambob.com,0396 3484999,American Express,,NC100 ,FR,2.53E+14,3.45E+14,,10203,1078,00:00.0,27:55.0,16.25,NE172 ,00:00.0,"Saturday, October 8, 2016",38,39.62,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jodi ,Bugg           ,Jodi Bugg           ,Mrs.,Mrs. Jodi Bugg,1177 Petunia Way,Avio,TN,IT,38063,0,,Jodi.S.Bugg@spambob.com,0396 3484999,American Express,,NC100 ,FR,2.53E+14,3.70E+14,,10203,7969,00:00.0,34:16.6,26.87,WE355 ,00:00.0,"Tuesday, December 20, 2016",38,11.64,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Henry ,Williams      ,Henry Williams      ,Mr.,Mr. Henry Williams,303 School Street,Back Plains,QLD,AU,4361,0,,Henry.C.Williams@spambob.com,(03) 5390 3807,American Express,,SW346 ,UK,TS214786A,3.43E+14,,10207,8579,00:00.0,25:36.6,23.12,SE133 ,00:00.0,"Sunday, July 3, 2016",70,22.85,complete,Desktop,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Allen ,Rice          ,Allen Rice          ,Mr.,Mr. Allen Rice,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.43E+15,,10211,3605,47:25.0,47:25.4,13.51,WE289 ,47:25.0,"Sunday, May 8, 2016",NA,77.9,in-progress,Phone,FirstTime,MediumValue,GEN_Z,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Allen ,Rice          ,Allen Rice          ,Mr.,Mr. Allen Rice,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.72E+15,,10211,4985,00:00.0,22:36.6,11.05,NE238 ,00:00.0,"Thursday, May 19, 2016",NA,237.25,complete,Phone,FirstTime,HighValue,GEN_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
Allen ,Rice          ,Allen Rice          ,Mr.,Mr. Allen Rice,491 Browning Lane,Badia Di Cava De Tirreni,SA,IT,84010,0,,Allen.L.Rice@pookmail.com,0310 4718739,VISA,,WE223 ,UK,YH860602C,4.60E+15,,10211,7014,00:00.0,47:56.4,8.15,SC259 ,00:00.0,"Saturday, February 20, 2016",NA,27.23,abandoned,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bradford ,Claassen   ,Bradford Claassen   ,Mr.,Mr. Bradford Claassen,2895 Jennifer Lane,Bagnasco,CN,IT,12071,0,,Bradford.H.Claassen@mailinator.com,0378 3425616,JCB,,SE268 ,FR,7.96E+14,3.53E+15,,10215,28,00:00.0,36:44.9,13.88,RP319 ,00:00.0,"Wednesday, July 20, 2016",NA,114.25,complete,Phone,FirstTime,MediumValue,GEN_Z,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bradford ,Claassen   ,Bradford Claassen   ,Mr.,Mr. Bradford Claassen,2895 Jennifer Lane,Bagnasco,CN,IT,12071,0,,Bradford.H.Claassen@mailinator.com,0378 3425616,JCB,,SE268 ,FR,7.96E+14,3.53E+15,,10215,9132,47:25.0,47:25.4,6.87,SC394 ,47:25.0,"Sunday, May 8, 2016",NA,132.36,complete,Phone,FirstTime,MediumValue,GEN_Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,
Elizabeth ,Turner    ,Elizabeth Turner    ,Mrs.,Mrs. Elizabeth Turner,4107 Limer Street,Baia Del Re,PC,IT,29100,0,,Elizabeth.J.Turner@trashymail.com,0356 9028368,American Express,,NE172 ,ES,6111899V,3.44E+14,,10219,2700,47:25.0,47:25.4,22.95,SW412 ,47:25.0,"Sunday, May 8, 2016",age-45,15.63,complete,Phone,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Elizabeth ,Turner    ,Elizabeth Turner    ,Mrs.,Mrs. Elizabeth Turner,4107 Limer Street,Baia Del Re,PC,IT,29100,0,,Elizabeth.J.Turner@trashymail.com,0356 9028368,American Express,,NE172 ,ES,6111899V,3.41E+14,,10219,5899,00:00.0,50:44.9,28.55,SC127 ,00:00.0,"Saturday, July 30, 2016",age-45,33.63,complete,Desktop,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dwight ,Armenta      ,Dwight Armenta      ,Mr.,Mr. Dwight Armenta,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.68E+13,,10223,3590,00:00.0,29:06.2,6.15,NC298 ,00:00.0,"Wednesday, July 27, 2016",age-24,80.57,complete,Phone,FirstTime,MediumValue,GEN_Z,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dwight ,Armenta      ,Dwight Armenta      ,Mr.,Mr. Dwight Armenta,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.66E+13,,10223,4750,00:00.0,39:06.2,17.87,SC130 ,00:00.0,"Saturday, February 27, 2016",age-24,39.36,complete,Phone,FirstTime,LowValue,GEN_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dwight ,Armenta      ,Dwight Armenta      ,Mr.,Mr. Dwight Armenta,1043 Lynn Avenue,Bakersfield,CA,US,93307,0,,Dwight.L.Armenta@dodgeit.com,512-885-6258,Diners Club,,WE349 ,CA,321140626,3.67E+13,,10223,6558,00:00.0,58:44.9,48.52,SW145 ,00:00.0,"Friday, October 7, 2016",age-24,106.06,complete,Phone,FirstTime,MediumValue,GEN_Z,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Michael ,Pritchard   ,Michael Pritchard   ,Mr.,Mr. Michael Pritchard,1117 Yorkshire Circle,Balliang,VIC,AU,3340,0,,Michael.M.Pritchard@trashymail.com,(08) 9072 2460,Diners Club,,SW412 ,CA,329443600,3.62E+13,,10227,2083,00:00.0,57:39.4,8.99,SW142 ,00:00.0,"Saturday, April 30, 2016",36,350,complete,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Michael ,Pritchard   ,Michael Pritchard   ,Mr.,Mr. Michael Pritchard,1117 Yorkshire Circle,Balliang,VIC,AU,3340,0,,Michael.M.Pritchard@trashymail.com,(08) 9072 2460,Diners Club,,SW412 ,CA,329443600,3.64E+13,,10227,3492,00:00.0,44:52.6,8.23,SE205 ,00:00.0,"Monday, January 25, 2016",36,16,in-progress,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Elizabeth ,Martinez  ,Elizabeth Martinez  ,Mrs.,Mrs. Elizabeth Martinez,947 Rainbow Road,Baltimore,MD,US,21202,0,,Elizabeth.B.Martinez@mailinator.com,314-268-8613,Diners Club,,NW118 ,IT,UAAUXX18L25A259N,3.62E+13,,10231,569,00:00.0,07:36.4,7.12,NW379 ,00:00.0,"Sunday, January 3, 2016",73,250.36,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Elizabeth ,Martinez  ,Elizabeth Martinez  ,Mrs.,Mrs. Elizabeth Martinez,947 Rainbow Road,Baltimore,MD,US,21202,0,,Elizabeth.B.Martinez@mailinator.com,314-268-8613,Diners Club,,NW118 ,IT,UAAUXX18L25A259N,3.68E+13,,10231,1479,47:25.0,47:25.4,13.7,NE109 ,47:25.0,"Sunday, May 8, 2016",73,181.03,complete,Desktop,Frequent,HighValue,BABY_BOOMERS,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,
Mary ,Bates          ,Mary Bates          ,Mrs.,Mrs. Mary Bates,1646 Tenmile,Baltimore,MD,US,21201,0,,Mary.T.Bates@pookmail.com,503-337-6080,Diners Club,,NW181 ,ES,2167155A,3.68E+13,,10235,1511,00:00.0,27:55.6,33.85,SE271 ,00:00.0,"Sunday, October 9, 2016",NA,31.51,complete,Phone,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Mary ,Bates          ,Mary Bates          ,Mrs.,Mrs. Mary Bates,1646 Tenmile,Baltimore,MD,US,21201,0,,Mary.T.Bates@pookmail.com,503-337-6080,Diners Club,,NW181 ,ES,2167155A,3.64E+13,,10235,4669,00:00.0,50:44.9,18.45,WE223 ,00:00.0,"Friday, October 7, 2016",NA,48.23,complete,Desktop,Occasional,LowValue,GEN_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Mandy ,Fernandez     ,Mandy Fernandez     ,Mrs.,Mrs. Mandy Fernandez,4103 Wilmar Farm Road,Banora Point,NSW,AU,2486,0,,Mandy.M.Fernandez@pookmail.com,(03) 5361 9459,Master Card,,WE355 ,ES,2359270E,5.17E+15,,10239,5977,00:00.0,36:44.9,9.51,RP319 ,00:00.0,"Wednesday, July 20, 2016",42,32.99,complete,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Megan ,Mauro         ,Megan Mauro         ,Mrs.,Mrs. Megan Mauro,701 Clarksburg Park Road,Barnwell,SC,US,29812,0,,Megan.R.Mauro@pookmail.com,631-732-3842,VISA,,WE220 ,CA,391138112,4.77E+15,,10243,8013,00:00.0,22:36.6,2.87,SW214 ,00:00.0,"Sunday, September 4, 2016",48,41.89,in-progress,Phone,Occasional,LowValue,GEN_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
John ,Riley          ,John Riley          ,Mr.,Mr. John Riley,4904 Hamilton Drive,Barsbittel,,DE,22885,0,,John.S.Riley@spambob.com,04329 69 96 01,Discover,,SE271 ,U.S.,441590001,6.01E+15,,10247,1401,00:00.0,27:55.0,8.15,NE172 ,00:00.0,"Saturday, October 8, 2016",40,100.5,abandoned,Phone,Occasional,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Felix ,Myers         ,Felix Myers         ,Mr.,Mr. Felix Myers,170 Angie Drive,Bisecting,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.91E+15,,10251,4555,00:00.0,25:36.6,12,WE415 ,00:00.0,"Wednesday, March 30, 2016",52,50.43,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Felix ,Myers         ,Felix Myers         ,Mr.,Mr. Felix Myers,170 Angie Drive,Bassacutena,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.90E+15,,10251,6092,00:00.0,34:16.6,22.5,SE403 ,00:00.0,"Friday, September 9, 2016",52,39,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Felix ,Myers         ,Felix Myers         ,Mr.,Mr. Felix Myers,170 Angie Drive,Bassacutena,SS,IT,7020,0,,Felix.R.Myers@mailinator.com,0389 7059753,VISA,,SW409 ,UK,AH088707D,4.70E+15,,10251,6612,00:00.0,27:55.6,13.7,SW217 ,00:00.0,"Thursday, October 6, 2016",52,42.8,complete,Phone,Occasional,LowValue,BABY_BOOMERS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
Frank ,Westra        ,Frank Westra        ,Mr.,Mr. Frank Westra,3540 Stout Street,Baton Rouge,LA,US,70806,0,,Frank.K.Westra@spambob.com,661-947-3606,VISA,,NW376 ,FR,7.39E+14,4.78E+15,,10259,1784,00:00.0,47:52.6,9.22,NE241 ,00:00.0,"Monday, April 25, 2016",24,288.95,cancelled,Phone,FirstTime,HighValue,GEN_Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
Frank ,Westra        ,Frank Westra        ,Mr.,Mr. Frank Westra,3540 Stout Street,Baton Rouge,LA,US,70806,0,,Frank.K.Westra@spambob.com,661-947-3606,VISA,,NW376 ,FR,7.39E+14,4.45E+15,,10259,8175,00:00.0,39:06.2,6.87,SE331 ,00:00.0,"Sunday, March 27, 2016",24,16.94,in-progress,Phone,FirstTime,LowValue,GEN_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
